Gene,Drug,test.ROC.AUC,Varimp.Score
SSB,Saracatinib,0.833333333,82.79404249
SUPV3L1,Saracatinib,0.833333333,82.79404249
WDR43,Saracatinib,0.833333333,82.79404249
IER5,Saracatinib,0.833333333,88.033219
CYC1,Saracatinib,0.833333333,88.69125644
AGR2,Saracatinib,0.833333333,100
GNA15,Saracatinib,0.833333333,82.79404249
PKP3,Saracatinib,0.833333333,82.79404249
SERPINB5,Saracatinib,0.833333333,82.79404249
SLC27A2,Saracatinib,0.833333333,98.49076399
IL15,Saracatinib,0.888888889,85.3198951
MXD1,Saracatinib,0.888888889,85.3198951
EGR1,Saracatinib,0.888888889,89.62829085
PMEPA1,Saracatinib,0.888888889,90.79747043
TAGLN,Saracatinib,0.888888889,89.62829085
FKBP4,Saracatinib,0.888888889,90.79747043
MRPL23,Saracatinib,0.888888889,88.45911128
FJX1,Saracatinib,1,100
LDLR,Saracatinib,1,85.12839665
MCM5,Saracatinib,0.888888889,85.3198951
PANX1,Saracatinib,0.888888889,85.3198951
PTX3,Saracatinib,0.888888889,100
RPS5,Saracatinib,0.888888889,98.71232142
SEMA3B,Saracatinib,0.888888889,85.3198951
CKB,Saracatinib,0.833333333,85.3198951
FGFR3,Saracatinib,0.833333333,85.3198951
IL15RA,Saracatinib,0.833333333,85.3198951
SNRPA,Saracatinib,0.833333333,100
FOXC1,Saracatinib,0.888888889,90.68860349
DDX21,Saracatinib,0.888888889,100
HNRNPD,Saracatinib,0.888888889,86.06943082
SNRPG,Saracatinib,0.888888889,86.06943082
TRIB1,Saracatinib,0.888888889,86.06943082
PLK1,Saracatinib,0.833333333,100
BAK1,Saracatinib,1,100
CBX8,Saracatinib,1,100
DUSP6,Saracatinib,1,98.69552396
KARS,Saracatinib,1,85.12839665
PSMA2,Saracatinib,1,100
HK2,Saracatinib,0.833333333,80.00594133
MYL9,Saracatinib,0.833333333,93.97703847
RANBP1,Saracatinib,0.833333333,80.00594133
EFEMP2,SB203580,1,100
HBEGF,SB203580,1,85.3198951
IGFBP4,SB203580,1,98.71232142
ILVBL,SB203580,1,85.3198951
KLF2,SB203580,1,85.3198951
NMT1,SB203580,1,85.3198951
NOP2,SB203580,1,85.3198951
RNH1,SB203580,1,85.3198951
SPRY2,SB203580,1,85.3198951
SPRY4,SB203580,1,100
TGFB1,SB203580,1,85.3198951
TWSG1,SB203580,1,85.3198951
USP1,SB203580,1,85.3198951
ANGPTL4,SB203580,0.857142857,98.92507355
CXCL1,SB203580,0.857142857,91.19040234
F10,SB203580,0.857142857,84.40966488
PTX3,SB203580,0.857142857,90.00084539
TGM2,SB203580,0.857142857,100
TRIB1,SB203580,0.857142857,91.19040234
XPO1,SB203580,0.857142857,88.81128844
CD59,SB203580,1,82.20079246
CDCP1,SB203580,1,98.4546808
GLRX,SB203580,1,100
TNFSF9,SB203580,1,81.11433018
ANXA4,SB203580,1,89.37995609
COL4A2,SB203580,1,90.57712989
COL7A1,SB203580,1,89.37995609
H2AFY2,SB203580,1,89.37995609
NFKBIE,SB203580,1,100
TUBB2A,SB203580,1,90.57712989
ANP32E,SB203580,0.857142857,87.4009033
GYS1,SB203580,0.857142857,100
AKR1C3,SB203580,0.928571429,82.79404249
ALDH2,SB203580,0.928571429,82.79404249
CD44,SB203580,0.928571429,82.79404249
CKS2,SB203580,0.928571429,82.79404249
COL6A1,SB203580,0.928571429,82.79404249
COL6A2,SB203580,0.928571429,82.79404249
DIAPH3,SB203580,0.928571429,82.79404249
DUSP4,SB203580,0.928571429,82.79404249
HMMR,SB203580,0.928571429,100
IL1R1,SB203580,0.928571429,82.79404249
IL6ST,SB203580,0.928571429,100
ING3,SB203580,0.928571429,82.79404249
ITGB5,SB203580,0.928571429,82.79404249
LOX,SB203580,0.928571429,98.49076399
MCM2,SB203580,0.928571429,82.79404249
NFIL3,SB203580,0.928571429,82.79404249
PRDX4,SB203580,0.928571429,82.79404249
RBBP7,SB203580,0.928571429,98.49076399
SMC4,SB203580,0.928571429,98.49076399
SMOX,SB203580,0.928571429,82.79404249
SNTB1,SB203580,0.928571429,82.79404249
SPP1,SB203580,0.928571429,82.79404249
STAG1,SB203580,0.928571429,82.79404249
STC1,SB203580,0.928571429,98.49076399
SUV39H1,SB203580,0.928571429,82.79404249
TNFRSF21,SB203580,0.928571429,82.79404249
UNG,SB203580,0.928571429,82.79404249
CCND1,SB203580,0.928571429,84.42261111
CD37,SB203580,0.928571429,88.30976305
CTGF,SB203580,0.928571429,84.42261111
GEM,SB203580,0.928571429,83.30678266
TGFB2,SB203580,0.928571429,100
AK4,SB203580,0.857142857,85.12839665
BCL3,SB203580,0.857142857,85.12839665
CCL20,SB203580,0.857142857,85.12839665
CXCL8,SB203580,0.857142857,85.12839665
DDX39A,SB203580,0.857142857,85.12839665
DTNA,SB203580,0.857142857,85.12839665
LAMC2,SB203580,0.857142857,85.12839665
LPIN2,SB203580,0.857142857,85.12839665
LRRC8C,SB203580,0.857142857,85.12839665
MMP14,SB203580,0.857142857,85.12839665
PRKG2,SB203580,0.857142857,85.12839665
RELB,SB203580,0.857142857,85.12839665
TGFBI,SB203580,0.857142857,85.12839665
TK1,SB203580,0.857142857,98.69552396
TMEM158,SB203580,0.857142857,85.12839665
KPNA2,SB203580,1,90.68860349
GPX4,SB203580,1,88.74673707
KCNE2,SB203580,1,90.01529224
PMM1,SB203580,1,81.51569232
RAN,SB203580,1,81.51569232
CDKN2A,SB203580,0.928571429,89.84821263
RHOB,SB203580,0.928571429,98.95453277
DAB2,SB203580,0.892857143,82.9637089
PPP1R15A,SB203580,0.892857143,82.9637089
SIK1,SB203580,0.892857143,90.79747043
TCF7L1,SB203580,0.892857143,90.79747043
TMEM45A,SB203580,0.892857143,84.13288848
CDKN1A,SB203580,0.857142857,89.50559238
NNMT,SB203580,0.857142857,89.50559238
ABCC3,SB203580,0.892857143,85.12839665
AHR,SB203580,0.892857143,100
IFIH1,SB203580,0.892857143,85.12839665
IRS2,SB203580,0.892857143,85.12839665
KIF4A,SB203580,0.892857143,85.12839665
MYL9,SB203580,0.892857143,98.69552396
PFKFB3,SB203580,0.892857143,85.12839665
PNRC1,SB203580,0.892857143,85.12839665
SHMT2,SB203580,0.892857143,85.12839665
SMPDL3A,SB203580,0.892857143,100
UGDH,SB203580,0.892857143,85.12839665
FJX1,SB203580,0.964285714,88.30576504
ARG1,SB203580,0.928571429,80.37362751
CENPE,SB203580,0.928571429,80.37362751
DHRS1,SB203580,0.928571429,80.37362751
IL32,SB203580,0.928571429,94.1771676
IL4R,SB203580,0.928571429,95.50437467
ITGB2,SB203580,0.928571429,80.37362751
KIF2C,SB203580,0.928571429,80.37362751
KLF4,SB203580,0.928571429,80.37362751
RFC3,SB203580,0.928571429,80.37362751
CSE1L,SB203580,0.928571429,93.87863909
PLAUR,SB203580,0.928571429,89.84821263
PRPS1,SB203580,0.928571429,100
SAR1B,SB203580,0.928571429,100
TIMP3,SB203580,0.928571429,97.37090899
ADORA2B,SB203580,1,100
IFITM3,SB203580,1,86.10488697
TFPI,SB203580,1,97.56235537
ATF3,SB203580,0.857142857,81.09530892
CXCL2,SB203580,0.857142857,81.09530892
DUSP5,SB203580,0.857142857,81.09530892
EGR1,SB203580,0.857142857,81.09530892
EREG,SB203580,0.857142857,81.09530892
IRF1,SB203580,0.857142857,81.09530892
MCM4,SB203580,0.857142857,81.09530892
MTHFR,SB203580,0.857142857,100
NFE2L2,SB203580,0.857142857,81.09530892
PRKCH,SB203580,0.857142857,81.09530892
SATB1,SB203580,0.857142857,88.85677749
TNFAIP3,SB203580,0.857142857,81.09530892
TNFRSF12A,SB203580,0.857142857,81.09530892
TNFSF10,SB203580,0.857142857,95.25663769
AURKA,SB203580,1,85.12839665
BDNF,SB203580,1,85.12839665
BIRC5,SB203580,1,100
CDKN1B,SB203580,1,100
ETFDH,SB203580,1,85.12839665
FSTL3,SB203580,1,85.12839665
GAMT,SB203580,1,85.12839665
HMGB2,SB203580,1,85.12839665
HTRA1,SB203580,1,85.12839665
IGFBP1,SB203580,1,85.12839665
MAPKAPK2,SB203580,1,98.69552396
SOCS2,SB203580,1,85.12839665
THBS2,SB203580,1,85.12839665
VTN,SB203580,1,100
AOX1,SB203580,0.928571429,83.93374153
ARL4A,SB203580,0.928571429,91.96687077
FOS,SB203580,0.928571429,83.93374153
IER2,SB203580,0.928571429,100
KLF10,SB203580,0.928571429,83.93374153
TSC22D1,SB203580,0.928571429,98.59073371
FBLN1,SB203580,0.857142857,88.69125644
FGF2,SB203580,0.857142857,89.84821263
SLC29A2,SB203580,0.857142857,89.84821263
ZNF112,SB203580,0.857142857,89.84821263
DEPDC1,SB203580,1,100
TIPIN,SB203580,1,84.22036004
PSMC3IP,SB203580,0.857142857,100
SCN9A,SB203580,0.857142857,85.64028023
APP,SB203580,1,89.72938613
NFS1,SB203580,1,88.55888779
TFPI2,SB203580,1,89.72938613
VEGFA,SB203580,1,88.55888779
CYFIP1,SB203580,1,82.99990309
NFKB2,SB203580,1,82.99990309
CLCF1,SB203580,0.857142857,85.3198951
DNMT1,SB203580,0.857142857,85.3198951
EXOSC8,SB203580,0.857142857,100
GAPDHS,SB203580,0.857142857,85.3198951
LITAF,SB203580,0.857142857,98.71232142
MALL,SB203580,0.857142857,85.3198951
PDS5B,SB203580,0.857142857,85.3198951
ABI3BP,SB203580,0.857142857,85.3198951
AKR1B10,SB203580,0.857142857,85.3198951
HKDC1,SB203580,0.857142857,85.3198951
IGF1R,SB203580,0.857142857,85.3198951
MMD,SB203580,1,90.47275645
PMEPA1,SB203580,1,91.66855073
SMC3,SB203580,1,91.66855073
HUS1,SB203580,0.928571429,82.7450871
LGALS1,SB203580,0.928571429,100
SGK1,SB203580,1,89.38220746
TGM1,SB203580,1,89.38220746
CCNB2,SB203580,0.928571429,89.37995609
LOXL2,SB203580,0.928571429,90.57712989
ACTA2,SB203580,1,88.033219
PRDX5,SB203580,1,89.38220746
BCL6,SB203580,0.857142857,85.3198951
KYNU,SB203580,0.857142857,85.3198951
NCAPD2,SB203580,0.857142857,100
TNC,SB203580,0.857142857,85.3198951
ZC3H12A,SB203580,0.857142857,100
ABHD6,SB203580,0.928571429,85.12839665
BARD1,SB203580,0.928571429,98.69552396
COL5A2,SB203580,0.928571429,85.12839665
MAP3K8,SB203580,0.928571429,85.12839665
PDE6B,SB203580,0.928571429,85.12839665
POP7,SB203580,0.928571429,92.56419833
ABCA1,SB203580,0.928571429,82.36938188
BCL2,SB203580,0.928571429,90.93838807
GPRC5B,SB203580,1,90.68860349
ENO2,SB203580,1,80.75756912
MIF,SB203580,1,80.75756912
TANK,SB203580,1,80.75756912
TENM2,SB203580,1,94.65268215
TPM1,SB203580,1,80.75756912
AKT2,SB203580,1,89.38220746
NFKBIA,SB203580,1,89.84821263
RRAGD,SB203580,0.928571429,92.10803305
BIRC3,SB203580,0.857142857,81.31731055
GJA1,SB203580,0.857142857,100
MYC,SB203580,1,98.37175281
COCH,SB203580,1,100
LIF,SB203580,1,85.12839665
CEBPD,SB203580,0.928571429,92.07850572
SYNPO,SB203580,0.928571429,84.15701143
GALK1,SB203580,1,98.71232142
GNMT,SB203580,1,85.3198951
RFC1,SB203580,1,100
PLSCR1,SB203580,1,93.86867436
AHCY,SB203580,1,89.90527669
DENND5A,SB203580,1,80.35932093
VIM,SB203580,0.964285714,100
SPHK1,Selumetinib,0.925,85.74196686
TIMM8B,Selumetinib,0.925,100
BCL2,Selumetinib,1,88.55888779
DLAT,Selumetinib,1,88.55888779
ETFA,Selumetinib,1,88.55888779
FARP1,Selumetinib,1,81.88678859
FDX1,Selumetinib,1,88.55888779
GADD45B,Selumetinib,1,100
ACADM,Selumetinib,1,90.47275645
ANXA4,Selumetinib,1,90.47275645
COX7A2,Selumetinib,1,90.47275645
ENDOD1,Selumetinib,1,90.47275645
ETFDH,Selumetinib,1,90.47275645
BMP1,Selumetinib,0.95,90.79747043
CCND1,Selumetinib,0.95,89.62829085
CDKN2A,Selumetinib,0.95,100
GCLC,Selumetinib,0.95,90.79747043
ICAM1,Selumetinib,0.95,89.62829085
JUP,Selumetinib,0.95,90.79747043
MYBL1,Selumetinib,0.95,90.79747043
PLXNB1,Selumetinib,0.95,89.62829085
ZNF185,Selumetinib,0.95,89.62829085
H2AFJ,Selumetinib,1,86.52850807
IMPA2,Selumetinib,1,86.52850807
NBL1,Selumetinib,1,86.52850807
NFKBIE,Selumetinib,1,86.52850807
PTGR1,Selumetinib,1,86.52850807
SDHD,Selumetinib,1,86.52850807
SLC1A4,Selumetinib,1,86.52850807
TNFSF9,Selumetinib,1,100
BCAT1,Selumetinib,0.9,82.79404249
CACNA2D2,Selumetinib,0.9,82.79404249
FDXR,Selumetinib,0.9,82.79404249
GSR,Selumetinib,0.9,98.49076399
IL17RB,Selumetinib,0.9,100
KRT15,Selumetinib,0.9,82.79404249
KYNU,Selumetinib,0.9,91.39702125
LLGL2,Selumetinib,0.9,82.79404249
PARD6G,Selumetinib,0.9,100
PIK3R3,Selumetinib,0.9,82.79404249
PPARG,Selumetinib,0.9,82.79404249
RAB40C,Selumetinib,0.9,82.79404249
SERPINA1,Selumetinib,0.925,90.79747043
SLC9A3R1,Selumetinib,0.925,89.62829085
TSTA3,Selumetinib,0.925,100
APBB2,Selumetinib,0.825,90.36105991
GCNT1,Selumetinib,0.825,91.44763607
KRT17,Selumetinib,0.825,100
TRIM29,Selumetinib,0.825,84.16733569
INHBB,Selumetinib,1,100
NDUFA6,Selumetinib,1,88.55888779
NOTCH1,Selumetinib,1,87.38838945
CDC42BPA,Selumetinib,0.8,82.7450871
CYFIP2,Selumetinib,0.8,90.16867357
MGLL,Selumetinib,0.8,82.7450871
NDUFAB1,Selumetinib,0.8,82.7450871
GADD45A,Selumetinib,0.8,86.43287269
HADHA,Selumetinib,0.8,86.43287269
IDH2,Selumetinib,0.8,86.43287269
IRS1,Selumetinib,0.8,86.43287269
SNAI2,Selumetinib,0.8,100
RALGDS,Selumetinib,0.9,83.46688085
ALAS1,Selumetinib,1,86.25355359
LDHB,Selumetinib,1,86.25355359
MRPS12,Selumetinib,1,86.25355359
TNNI1,Selumetinib,1,86.25355359
DDIT4,Selumetinib,0.85,82.3920957
GAD1,Selumetinib,0.85,83.46688085
JUNB,Selumetinib,0.85,82.3920957
PTPN6,Selumetinib,0.85,82.3920957
TNFAIP2,Selumetinib,0.85,83.46688085
AKT3,Selumetinib,0.9,85.3198951
BDNF,Selumetinib,0.9,100
CKB,Selumetinib,0.9,98.71232142
HADH,Selumetinib,0.9,85.3198951
INSIG1,Selumetinib,0.9,85.3198951
ITGA9,Selumetinib,0.9,85.3198951
LAMC1,Selumetinib,0.9,85.3198951
MEST,Selumetinib,0.9,85.3198951
NDUFC1,Selumetinib,0.9,85.3198951
PEX14,Selumetinib,0.9,85.3198951
PHLDA3,Selumetinib,0.9,85.3198951
PTGES,Selumetinib,0.9,85.3198951
RRP8,Selumetinib,0.9,85.3198951
TNIP2,Selumetinib,0.9,100
ACTN1,Selumetinib,0.925,85.12839665
AKR1C2,Selumetinib,0.925,85.12839665
BCKDHA,Selumetinib,0.925,85.12839665
CDKN2B,Selumetinib,0.925,98.69552396
COL16A1,Selumetinib,0.925,98.69552396
DDAH1,Selumetinib,0.925,85.12839665
MCCC2,Selumetinib,0.925,85.12839665
VCL,Selumetinib,0.925,85.12839665
FUT4,Selumetinib,0.8,91.66855073
IDH1,Selumetinib,0.8,91.66855073
ITGA3,Selumetinib,0.8,91.66855073
JAG1,Selumetinib,0.8,90.47275645
ETS2,Selumetinib,0.8,89.72938613
GSTM4,Selumetinib,0.8,100
SRC,Selumetinib,0.8,87.38838945
SYT12,Selumetinib,0.8,89.72938613
COX5A,Selumetinib,1,98.69552396
MTRF1,Selumetinib,1,98.69552396
NLGN2,Selumetinib,1,98.69552396
PLCB4,Selumetinib,1,98.69552396
PYCR1,Selumetinib,1,100
IER2,Selumetinib,0.8,90.69550934
LAD1,Selumetinib,0.8,90.69550934
SLC29A1,Selumetinib,0.8,97.59034032
TP53,Selumetinib,0.8,99.0417904
CD82,Selumetinib,0.8,92.84584781
F2R,Selumetinib,0.8,83.67118577
INHBA,Selumetinib,0.8,83.67118577
LAMC2,Selumetinib,0.8,83.67118577
NEXN,Selumetinib,0.8,84.76265634
AREG,Selumetinib,0.9,100
MRPL34,Selumetinib,0.9,89.13144142
RAP1GAP,Selumetinib,0.9,89.13144142
SMAD7,Selumetinib,0.9,87.89279785
ACAA1,Selumetinib,0.925,97.88459119
ATP6V1F,Selumetinib,0.925,98.39783993
COX6C,Selumetinib,0.925,98.94229559
CYR61,Selumetinib,0.925,100
ELOVL5,Selumetinib,0.925,88.55888779
MRPL15,Selumetinib,0.925,89.72938613
NFS1,Selumetinib,1,100
EPS8L2,Selumetinib,0.85,89.84821263
STX4,Selumetinib,0.85,89.84821263
TM7SF3,Selumetinib,0.85,88.69125644
BTG2,Selumetinib,0.85,100
MVD,Selumetinib,0.85,81.75400518
NDUFB4,Selumetinib,0.85,81.75400518
COL17A1,Selumetinib,0.85,82.3920957
G0S2,Selumetinib,0.85,83.46688085
LPAR1,Selumetinib,0.85,82.3920957
SUCLA2,Selumetinib,0.85,82.3920957
GCNT2,Selumetinib,0.825,93.80698866
NXT1,Selumetinib,0.825,88.55888779
CLDN14,Selumetinib,0.8,90.95522401
CLDN5,Selumetinib,0.8,82.3920957
FASN,Selumetinib,0.8,100
PTS,Selumetinib,0.8,82.3920957
SLC35D1,Selumetinib,0.8,82.3920957
TCIRG1,Selumetinib,0.8,83.46688085
GPI,Selumetinib,1,100
PRDX3,Selumetinib,1,85.3198951
SDHC,Selumetinib,1,85.3198951
SLC35B1,Selumetinib,1,91.37226897
RRAD,Selumetinib,1,90.69550934
CS,Selumetinib,1,85.3198951
ENTPD5,Selumetinib,1,85.3198951
HSPB8,Selumetinib,1,85.3198951
SCHIP1,Selumetinib,1,85.3198951
DLC1,Selumetinib,0.95,85.3198951
GNMT,Selumetinib,0.95,85.3198951
NMU,Selumetinib,0.8,91.08434556
LDLR,Selumetinib,0.8,89.37995609
PDK4,Selumetinib,0.8,89.37995609
PKP3,Selumetinib,0.8,100
SFN,Selumetinib,0.8,90.57712989
ABCC2,Selumetinib,1,85.3198951
NDUFA8,Selumetinib,1,85.3198951
NQO2,Selumetinib,1,85.3198951
LIMA1,Selumetinib,0.85,90.11839274
IL1B,Selumetinib,0.85,85.3198951
NDRG2,Selumetinib,0.85,85.3198951
SDC2,Selumetinib,1,89.62829085
CDH4,Selumetinib,0.95,90.68860349
MPC1,Selumetinib,0.825,100
RAB31,Selumetinib,0.825,83.46688085
IFIT2,Selumetinib,1,100
ACADVL,Selumetinib,0.9,93.34998672
NFIB,Selumetinib,0.95,100
NAV2,Selumetinib,1,100
LAMA3,Selumetinib,0.8,100
AKR1C3,Selumetinib,0.85,89.53483778
BAK1,Selumetinib,0.85,89.53483778
CD274,Selumetinib,0.85,89.53483778
FZD2,Selumetinib,0.85,100
SFMBT1,Selumetinib,0.85,89.53483778
ALDH2,Selumetinib,0.85,98.79568602
ETFB,Selumetinib,0.85,100
F3,Selumetinib,0.85,86.97302264
SLC6A6,Selumetinib,0.85,88.30576504
CDSN,Selumetinib,0.95,100
CNN2,Selumetinib,0.95,81.67959634
FBLN1,Selumetinib,1,95.97412336
ATP2B4,Selumetinib,0.9,82.79404249
CAV1,Selumetinib,0.9,82.79404249
EGFR,Selumetinib,0.9,82.79404249
ICAM2,Selumetinib,0.9,82.79404249
MAN1A1,Selumetinib,0.9,100
MET,Selumetinib,0.9,82.79404249
TNFAIP8,Selumetinib,0.9,98.49076399
DLD,Selumetinib,0.8,85.73819309
CYP4F11,Selumetinib,0.9,92.00916351
CAT,SH-4-54,1,89.50559238
GATA3,SH-4-54,1,90.68860349
KCNE2,SH-4-54,1,89.50559238
KCNK5,SH-4-54,1,90.68860349
TXNIP,SH-4-54,1,100
CPM,SH-4-54,0.85,88.69125644
NXT1,SH-4-54,0.85,100
SERPINB8,SH-4-54,0.85,98.95453277
XDH,SH-4-54,0.85,89.84821263
ALOX12B,SH-4-54,0.8,88.81128844
ELF3,SH-4-54,0.8,100
MIF,SH-4-54,0.8,98.92507355
RPS9,SH-4-54,0.8,84.40966488
TLR3,SH-4-54,0.8,91.19040234
RCAN1,SH-4-54,0.95,89.38220746
TGM2,SH-4-54,0.95,100
BCL3,SH-4-54,0.8,100
CASP3,SH-4-54,0.8,85.3198951
CHRNB1,SH-4-54,0.8,85.3198951
CSF1,SH-4-54,0.8,85.3198951
ELF4,SH-4-54,0.8,85.3198951
EPSTI1,SH-4-54,0.8,85.3198951
GFPT2,SH-4-54,0.8,98.71232142
GJA1,SH-4-54,0.8,85.3198951
HIF1A,SH-4-54,0.8,85.3198951
HNF1A,SH-4-54,0.8,85.3198951
IDUA,SH-4-54,0.8,100
IFI35,SH-4-54,0.8,85.3198951
IL7,SH-4-54,0.8,98.71232142
KCNH1,SH-4-54,0.8,85.3198951
LOX,SH-4-54,0.8,100
MAPK12,SH-4-54,0.8,100
P4HA2,SH-4-54,0.8,85.3198951
PAM,SH-4-54,0.8,85.3198951
PDE4B,SH-4-54,0.8,85.3198951
PDE4DIP,SH-4-54,0.8,100
PDLIM7,SH-4-54,0.8,98.71232142
PLOD2,SH-4-54,0.8,100
PML,SH-4-54,0.8,85.3198951
RHOD,SH-4-54,0.8,85.3198951
SCNN1A,SH-4-54,0.8,85.3198951
SYT12,SH-4-54,0.8,85.3198951
TAGLN,SH-4-54,0.8,85.3198951
TGFBI,SH-4-54,0.8,85.3198951
TPM2,SH-4-54,0.8,98.71232142
VEGFC,SH-4-54,0.8,85.3198951
ABCC2,SH-4-54,0.9,86.43287269
CITED2,SH-4-54,0.9,86.43287269
ITGB2,SH-4-54,0.9,86.43287269
MLPH,SH-4-54,0.9,86.43287269
RELA,SH-4-54,0.9,86.43287269
STXBP1,SH-4-54,0.9,86.43287269
AKT1,SH-4-54,0.9,85.86914112
ASB13,SH-4-54,0.9,85.86914112
BIRC2,SH-4-54,0.9,85.86914112
BTG2,SH-4-54,0.9,85.86914112
CASP9,SH-4-54,0.9,85.86914112
CCNG2,SH-4-54,0.9,85.86914112
CSK,SH-4-54,0.9,85.86914112
F10,SH-4-54,0.9,85.86914112
ISG15,SH-4-54,0.9,85.86914112
MEST,SH-4-54,0.9,85.86914112
NDRG2,SH-4-54,0.9,85.86914112
PGK1,SH-4-54,0.9,85.86914112
SLC16A6,SH-4-54,0.9,85.86914112
SPON1,SH-4-54,0.9,85.86914112
SPP1,SH-4-54,0.9,85.86914112
TFPI2,SH-4-54,0.9,85.86914112
TPD52,SH-4-54,0.9,85.86914112
IL1R1,SH-4-54,1,88.30576504
ILVBL,SH-4-54,1,80.70883884
PSMA3,SH-4-54,1,88.30576504
SLC6A8,SH-4-54,1,100
GPRC5C,SH-4-54,0.8,89.62829085
IFRD1,SH-4-54,0.8,90.79747043
ME1,SH-4-54,0.8,100
PLOD3,SH-4-54,0.8,90.79747043
PRKAR2B,SH-4-54,0.8,100
SORD,SH-4-54,0.8,90.79747043
GPRC5B,SH-4-54,1,100
MAST3,SH-4-54,1,86.97302264
MYL9,SH-4-54,1,98.79568602
SMTN,SH-4-54,1,98.79568602
ALDH2,SH-4-54,0.95,100
IFIT1,SH-4-54,0.95,89.84821263
IGFBP7,SH-4-54,0.95,89.84821263
MMP14,SH-4-54,0.95,88.69125644
PGAM2,SH-4-54,0.95,89.84821263
CTSL,SH-4-54,0.95,100
MCM7,SH-4-54,0.95,97.34013553
PHEX,SH-4-54,0.95,98.94229559
RAP1GAP,SH-4-54,0.95,89.72938613
TSKU,SH-4-54,0.95,89.72938613
HES1,SH-4-54,0.9,90.00084539
LFNG,SH-4-54,0.9,90.00084539
PARP12,SH-4-54,0.9,91.19040234
S100A4,SH-4-54,0.9,100
UBA7,SH-4-54,0.9,91.19040234
DYRK2,SH-4-54,0.85,97.59137204
IRF9,SH-4-54,0.85,98.79568602
PTX3,SH-4-54,0.85,86.97302264
TGIF2,SH-4-54,0.85,86.97302264
TIMP1,SH-4-54,0.85,86.97302264
TST,SH-4-54,0.85,88.30576504
XAF1,SH-4-54,0.85,88.30576504
APP,SH-4-54,0.9,90.79747043
HTRA1,SH-4-54,0.9,89.62829085
IFNAR2,SH-4-54,0.9,90.79747043
ITGBL1,SH-4-54,0.9,90.79747043
JAK2,SH-4-54,0.9,89.62829085
PREP,SH-4-54,0.9,89.62829085
ELF1,SH-4-54,0.85,85.41591725
FGGY,SH-4-54,0.85,86.61965497
GLRX,SH-4-54,0.85,84.21217952
HSPB8,SH-4-54,0.85,85.41591725
INHBB,SH-4-54,0.85,86.61965497
CDA,SH-4-54,1,84.93183606
CDH13,SH-4-54,1,100
CTSS,SH-4-54,1,98.67828247
DDX58,SH-4-54,1,84.93183606
DPP4,SH-4-54,1,84.93183606
MAST4,SH-4-54,1,84.93183606
PRODH,SH-4-54,1,84.93183606
TOR1B,SH-4-54,1,84.93183606
GSR,SH-4-54,0.85,89.62829085
SLC9A3R1,SH-4-54,0.85,90.79747043
TES,SH-4-54,0.85,100
GALK1,SH-4-54,1,89.72938613
IFITM2,SH-4-54,1,89.72938613
BIRC3,SH-4-54,0.8,100
DUSP1,SH-4-54,0.8,85.3198951
FAM102A,SH-4-54,0.8,85.3198951
FDFT1,SH-4-54,0.8,85.3198951
GCNT2,SH-4-54,0.8,85.3198951
KLF5,SH-4-54,0.8,85.3198951
MMD,SH-4-54,0.8,85.3198951
NUB1,SH-4-54,0.8,100
OGFR,SH-4-54,0.8,85.3198951
PVR,SH-4-54,0.8,85.3198951
SLC25A28,SH-4-54,0.8,85.3198951
SRGN,SH-4-54,0.8,100
STAT1,SH-4-54,0.8,85.3198951
VDR,SH-4-54,0.8,85.3198951
IFIT2,SH-4-54,1,82.79404249
MAN1A1,SH-4-54,1,82.79404249
TGFB3,SH-4-54,1,82.79404249
TSPAN1,SH-4-54,1,82.79404249
PTPN6,SH-4-54,0.85,100
CBLB,SH-4-54,0.85,85.37094044
CKB,SH-4-54,0.85,85.37094044
EMP3,SH-4-54,0.85,85.37094044
GADD45G,SH-4-54,0.85,85.37094044
KYNU,SH-4-54,0.85,94.24167999
SLIT2,SH-4-54,0.85,85.37094044
TGFBR3,SH-4-54,0.85,85.37094044
XBP1,SH-4-54,0.85,85.37094044
DLK2,SH-4-54,0.85,84.15701143
IFI44L,SH-4-54,0.85,84.15701143
IFIT3,SH-4-54,0.85,84.15701143
MX1,SH-4-54,0.85,98.61031803
OAS3,SH-4-54,0.85,84.15701143
TIAM1,SH-4-54,0.85,84.15701143
PSMA2,SH-4-54,0.9,89.38220746
SOCS3,SH-4-54,0.9,88.033219
STAG3,SH-4-54,0.9,88.033219
ZNFX1,SH-4-54,0.9,100
ACP2,SH-4-54,0.8,100
CASP4,SH-4-54,0.8,89.50559238
KLF10,SH-4-54,0.8,100
PTGES,SH-4-54,0.8,90.68860349
THBS2,SH-4-54,0.8,89.50559238
ABI3BP,SH-4-54,1,87.69616171
AGR2,SH-4-54,1,87.69616171
COL8A2,SH-4-54,1,88.69125644
RPL39,SH-4-54,1,97.90906554
AGRN,SH-4-54,0.8,85.3198951
CSRP2,SH-4-54,0.8,98.71232142
GADD45B,SH-4-54,0.8,85.3198951
JUNB,SH-4-54,0.8,85.3198951
MT2A,SH-4-54,0.8,85.3198951
MYBBP1A,SH-4-54,0.8,85.3198951
PTGER4,SH-4-54,0.8,85.3198951
SORBS3,SH-4-54,0.8,85.3198951
GAPDHS,SH-4-54,0.85,92.09430513
HSD11B2,SH-4-54,0.85,81.67959634
IGFBP3,SH-4-54,0.85,81.67959634
IRF7,SH-4-54,0.85,81.67959634
