cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
RBE,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,4.796214067,0.029893044,0.09428183,9.250437273,-0.808342191,1.504754388,0.953635041,0.0000013,NA,5.559154012,0.272887035,0.92780803,5.355700729,0.032434597,1.662561352,0.930539154,0.00000835,NA,1,-0.319101441,1,-0.319101441,0.514012963
SSP-25,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.750513385,0.016719432,10,-0.158563853,3.574220436,0.904153699,0.0000457,NA,10,0.742718244,0.982719731,10,0.339586156,3.612048624,0.889695078,0.0000873,NA,1,0,1,0,0.514012963
TFK-1,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.846930638,0.010340932,8.224419115,-0.015109079,2.505,0.451455547,0.215894723,NA,10,0.833305218,0.988789246,6.92929038,0.483164598,2.505,0.432630911,0.228569846,NA,1,0,1,0,0.514012963
YSCCC,SB203580,Targeted drug,P38_MAPK_signaling,P38_MAPK_signaling,10,0.737522112,0.14884648,10,0.650008348,0.129359561,0.581617826,0.055775639,NA,10,0.81395607,0.893325679,0.057967354,0.858757266,0.270028444,0.596072714,0.055920245,NA,1,0,1,0,0.514012963
HuCCA-1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,4.087468491,0.250567091,0.163227526,4.51737194,-0.031512774,1.263400168,0.996660784,1.53E-11,NA,10,0.596927076,0.911273566,4.361134724,0.449840644,1.26520524,0.996580583,1.69E-11,NA,1,-0.388545582,1,-0.388545582,0.527378068
HuCCT-1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.526348513,0.064254041,10,-1,1.277222801,0.998235095,7.92E-13,NA,10,0.530148978,0.931276845,10,0,1.380896401,0.996976334,1.02E-11,NA,1,0,1,0,0.527378068
HuH-28,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.501593967,0.095282329,10,-1,1.075747855,0.950882621,0.00000417,NA,10,0.730551662,0.948094432,10,0,1.08160245,0.9494016,0.00000483,NA,1,0,1,0,0.527378068
KKU-055,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.748877697,0.045266824,10,-0.997268954,0.95619179,0.978224704,0.000000281,NA,10,0.688776701,0.940608768,10,0,0.99614183,0.975722832,0.000000415,NA,1,0,1,0,0.527378068
KKU-100,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.604271831,0.369854027,0.182206832,10,-1,0.560519618,0.832017142,0.001695255,NA,10,0.587802031,0.876371868,10,0,0.560942684,0.817355927,0.002464142,NA,1,-0.118942367,1,-0.118942367,0.527378068
KKU-156,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.510538446,0.064739582,10,-0.438511803,1.572750156,0.994777688,2.57E-10,NA,9.443296136,0.476037096,0.923791133,8.216520002,0.104052666,1.663025083,0.992079112,1.78E-09,NA,1,0,1,0,0.527378068
KKU-213,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.527378068,0.070520583,10,-1,1.345435151,0.977174117,6.71E-08,NA,10,0.519064004,0.921044338,10,0,1.408156999,0.968365633,0.000000253,NA,1,0,1,0,0.527378068
KKU-214,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.616018532,0.048023785,10,-0.489928884,1.566108452,0.993465925,4.45E-10,NA,10,0.570257445,0.942221273,10,0.058352599,1.631440529,0.990894487,1.73E-09,NA,1,0,1,0,0.527378068
KKK-D068,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.540648121,0.084168719,10,-0.396441922,1.056914784,0.989909097,2.26E-09,NA,10,0.687329912,0.941372027,10,0.243468009,1.069641589,0.989064846,3.23E-09,NA,1,0,1,0,0.527378068
KKK-D131,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.652355633,0.04165605,8.880812195,0.389070389,2.291585775,0.995100091,4.04E-11,NA,10,0.72126252,0.96566117,8.36093293,0.535284124,2.29041198,0.994481907,6.89E-11,NA,1,0,1,0,0.527378068
KKK-D138,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.647012217,0.060148838,6.911093865,0.431077335,1.292425339,0.993324503,2.16E-10,NA,10,0.737831901,0.95440709,6.310108936,0.596325847,1.30349545,0.992831586,3.09E-10,NA,1,0,1,0,0.527378068
RBE,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.694816941,0.031469671,10,-0.228221968,2.206541273,0.994216633,2.52E-10,NA,10,0.733975781,0.971814091,10,0.308708365,2.241117568,0.993358846,4.74E-10,NA,1,0,1,0,0.527378068
SSP-25,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,9.281573292,0.470180367,0.07694876,10,-0.233111905,1.372752572,0.998456494,4.38E-13,NA,8.390127953,0.443327587,0.910932088,7.569299402,0.071583412,1.418010808,0.997665709,2.88E-12,NA,1,-0.032378402,1,-0.032378402,0.527378068
TFK-1,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.843198706,0.031199891,10,-0.659690625,0.849205318,0.967321758,0.00000153,NA,10,0.865174652,0.972758003,10,0.428849081,0.917635499,0.964029238,0.00000238,NA,1,0,1,0,0.527378068
YSCCC,LY294002,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.797943224,0.261322879,0.093005538,10,-1,1.423081452,0.994456509,1.05E-10,NA,10,0.518817168,0.937209291,10,0,1.477448858,0.99342758,2.27E-10,NA,1,-0.167622467,1,-0.167622467,0.527378068
HuCCA-1,Olaparib,Targeted drug,PARP,PARP,10,0.763613996,0.018674987,10,-0.119046142,2.884526988,0.819124796,0.001424265,NA,10,0.879897742,0.99009479,10,0.440540208,2.884955443,0.819042148,0.001419718,NA,1,0,1,0,0.56130048
HuCCT-1,Olaparib,Targeted drug,PARP,PARP,10,0.600165445,0.092127563,10,-1,0.725352186,0.986664539,6.18E-09,NA,10,0.634681928,0.911037235,10,0,0.758623693,0.983148336,2.02E-08,NA,1,0,1,0,0.56130048
HuH-28,Olaparib,Targeted drug,PARP,PARP,1.770962736,-0.180014811,0.29809041,3.328154554,-0.546285194,1.191907983,0.987002308,3.40E-09,NA,7.201879241,0.462798861,0.86668765,3.41850443,0.29501863,1.217246799,0.987304273,3.02E-09,NA,1,-0.751790577,1,-0.751790577,0.56130048
KKU-055,Olaparib,Targeted drug,PARP,PARP,2.292679291,-0.201527886,0.28323969,6.569398499,-1,1.043901992,0.987453343,2.78E-09,NA,2.030689799,0.091025614,0.721547098,2.030689799,0,1.186459876,0.966352869,0.000000235,NA,1,-0.639656692,1,-0.639656692,0.56130048
KKU-100,Olaparib,Targeted drug,PARP,PARP,6.024654796,0.210760007,0.125371976,10,-0.703753184,1.476612951,0.773898784,0.003706161,NA,10,0.514084391,0.919786862,9.092304924,0.110849231,1.530493108,0.747952464,0.006072219,NA,1,-0.220067832,1,-0.220067832,0.56130048
KKU-156,Olaparib,Targeted drug,PARP,PARP,10,0.498537757,0.099589699,10,-1,0.835786436,0.979883524,2.94E-08,NA,10,0.592584304,0.914505358,10,0,0.867681653,0.978222373,4.43E-08,NA,1,0,1,0,0.56130048
KKU-213,Olaparib,Targeted drug,PARP,PARP,10,0.504752568,0.076869989,10,-1,1.165929746,0.997453662,8.52E-12,NA,10,0.55238744,0.925635179,10,0,1.25258333,0.996132177,4.65E-11,NA,1,0,1,0,0.56130048
KKU-214,Olaparib,Targeted drug,PARP,PARP,10,0.503540341,0.060367435,3.030926161,0.499591905,4.656407045,0.963121781,0.000000572,NA,10,0.556597287,0.947831291,2.945867345,0.55240575,4.574072977,0.952166754,0.000001785,NA,1,0,1,0,0.56130048
KKK-D068,Olaparib,Targeted drug,PARP,PARP,10,0.732452366,0.045396929,10,-1,1.105897006,0.866674129,0.000140126,NA,10,0.794563328,0.964373037,10,0,1.117726709,0.858163843,0.000186012,NA,1,0,1,0,0.56130048
KKK-D131,Olaparib,Targeted drug,PARP,PARP,10,0.613460991,0.06369693,8.249262716,0.305037601,1.287534355,0.992867015,4.64E-10,NA,10,0.756802357,0.959441174,7.9202037,0.572718472,1.285824503,0.992493229,5.78E-10,NA,1,0,1,0,0.56130048
KKK-D138,Olaparib,Targeted drug,PARP,PARP,8.968208437,0.438119478,0.107198573,10,-1,1.016401559,0.970859407,0.000000427,NA,10,0.564934626,0.911749733,10,0,1.043236806,0.963343882,0.00000113,NA,1,-0.047294307,1,-0.047294307,0.56130048
RBE,Olaparib,Targeted drug,PARP,PARP,10,0.804415272,0.019904332,10,-0.254105507,1.582147825,0.931311963,0.000011118,NA,10,0.827921139,0.982244545,10,0.204964735,1.596662407,0.926384833,0.000015235,NA,1,0,1,0,0.56130048
SSP-25,Olaparib,Targeted drug,PARP,PARP,10,0.56130048,0.031843615,9.420777339,0.178803252,2.182273577,0.980445731,2.41E-08,NA,10,0.577252084,0.968973249,8.307833616,0.297134327,2.191849271,0.974686009,7.46E-08,NA,1,0,1,0,0.56130048
TFK-1,Olaparib,Targeted drug,PARP,PARP,10,0.753723969,0.041761764,10,-1,1.169641433,0.947514061,0.0000152,NA,10,0.831253378,0.970918035,10,0,1.179692352,0.94483504,0.0000191,NA,1,0,1,0,0.56130048
YSCCC,Olaparib,Targeted drug,PARP,PARP,10,0.614970056,0.009353662,6.356939637,0.485861677,2.499288077,0.889745321,0.000213392,NA,10,0.751867739,0.994450329,6.207169062,0.673570989,2.506912387,0.88321343,0.0002748,NA,1,0,1,0,0.56130048
HuCCA-1,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.889925704,-0.273831585,0,1.250969162,0.01,-2.792258578,1,1.250969162,10,0.960602719,1.095111175,0,1.087143402,0.01,-2.799981188,1,1.087143402,1,0,1,0,0.571386499
HuCCT-1,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.749439007,-0.038106849,4.702763263,0.756841941,2.505,0.25010617,0.500964098,NA,10,0.775803954,1.037698744,4.596449644,0.797190782,2.505,0.213751364,0.501784661,NA,1,0,1,0,0.571386499
HuH-28,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.86667666,-0.255106315,1.122628545,1.136864915,2.505,-1.992959999,0.500053442,NA,10,0.926274884,1.09058523,1.121802936,1.027570672,2.505,-2.045037573,0.50005629,NA,1,0,1,0,0.571386499
KKU-055,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.656001974,-0.032702455,6.622048396,0.602563285,4.565474673,0.706141899,0.008888852,NA,10,0.568559651,1.057237557,3.114708331,0.776085153,2.087021732,0.602232951,0.033029664,NA,1,0,1,0,0.571386499
KKU-100,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.571386499,0.036289212,10,-1,1.56430847,0.89248968,0.0000921,NA,10,0.591798595,0.964437103,10,0,1.614294777,0.866398192,0.000235422,NA,1,0,1,0,0.571386499
KKU-156,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,4.266087408,-0.220949083,0.115903443,4.62405319,-0.247983508,5,0.990554165,9.04E-10,NA,3.90685184,0.045033873,0.907977198,3.868889258,0.023826685,5,0.96474277,0.000000324,NA,1,-0.369970251,1,-0.369970251,0.571386499
KKU-213,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,4.821543023,0.01849092,0.146780511,10,-1,1.367458009,0.959755527,0.000000526,NA,3.906794651,0.138149109,0.835636098,3.906794651,0,1.249448227,0.916696925,0.0000139,NA,1,-0.316813954,1,-0.316813954,0.571386499
KKU-214,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,5.341889117,-0.042873804,-0.066968313,5.540041315,-0.099861179,5,0.788069262,0.00099679,NA,5.344333562,0.153400969,1.133998894,5.065759545,0.117445528,5,0.562576164,0.026032429,NA,1,-0.272305131,1,-0.272305131,0.571386499
KKK-D068,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.48361514,-0.134253321,0,1.105184078,0.01,0.291879844,0.212929662,1.105184078,10,0.66176339,1.09649041,0,1.076973684,0.01,0.228070353,0.313731585,1.076973684,1,0,1,0,0.571386499
KKK-D131,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.427722442,-0.070545943,6.117677985,0.34747806,0.759766823,0.467224812,0.163859584,NA,10,0.607390533,1.054168484,5.174083185,0.605128723,0.766082576,0.406984205,0.250484383,NA,1,0,1,0,0.571386499
KKK-D138,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,6.862653115,0.248733245,-0.041448539,6.303987514,0.172662128,5,0.825420654,0.000409991,NA,9.076605682,0.474814673,1.038090158,6.134367328,0.428335184,5,0.782047197,0.001118296,NA,1,-0.163507953,1,-0.163507953,0.571386499
RBE,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.57313009,-0.12678141,2.497181571,0.850623654,2.505,0.184711823,0.513638606,NA,10,0.640395189,1.125500587,0,1.105198777,0.01,0.064800329,0.530325726,1.105198777,1,0,1,0,0.571386499
SSP-25,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.569156107,-0.181409074,0,1.153203079,0.01,-0.121406648,1,1.153203079,10,0.63311419,1.184667167,0,1.15890378,0.01,-0.311795014,1,1.15890378,1,0,1,0,0.571386499
TFK-1,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.733218046,-0.03869236,10,0.110008766,0.933374856,0.486433042,0.109502185,NA,10,0.727952578,1.046178518,7.87842729,0.528229021,0.964419417,0.414221884,0.193068602,NA,1,0,1,0,0.571386499
YSCCC,Nilotinib,Targeted drug,ABL_signaling,ABL_signaling_BCR_Abl,10,0.81344575,-0.054136553,3.640704109,0.891156028,2.505,-0.419320386,0.501576476,NA,10,0.900628296,1.027206534,3.635309922,0.939000226,2.505,-0.421056267,0.501653352,NA,1,0,1,0,0.571386499
HuCCA-1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.185024616,-0.108590974,0.579296398,0.192234838,-0.028683918,1.467848782,0.992431356,2.93E-10,NA,1.428936132,0.433665437,0.703100637,0.190547021,0.474098447,1.472115036,0.992598131,2.66E-10,NA,1,-1.732770488,1,-1.732770488,0.577971166
HuCCT-1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.584584254,0.175827556,0.831775396,0.548407893,0.596790561,0.951996399,0.000002278,NA,10,0.62155118,0.831829041,10,0.369967345,0.528060627,0.948619464,0.00000175,NA,1,0,1,0,0.577971166
HuH-28,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.577971166,0.113169637,10,-1,0.56154644,0.959208886,0.000000643,NA,10,0.810432879,0.949522007,10,0.247876301,0.583498223,0.956943318,0.000000739,NA,1,0,1,0,0.577971166
KKU-055,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.909220607,0.018437917,10,0.631448654,0.905711182,0.962204356,0.00000304,NA,10,0.886339318,0.976446137,10,0.283505783,0.847856084,0.964308,0.00000225,NA,1,0,1,0,0.577971166
KKU-100,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.706530991,0.057493752,10,-1,1.07176964,0.920894146,0.0000272,NA,10,0.817733583,0.963819778,10,0,1.076806374,0.91767437,0.000032565,NA,1,0,1,0,0.577971166
KKU-156,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,3.674291438,0.414437206,0.200910638,0.730298511,0.460517996,1.581428488,0.983551856,9.39E-09,NA,10,0.530427969,0.831917079,0.65829102,0.567572584,1.678056419,0.986093057,4.42E-09,NA,1,-0.434826399,1,-0.434826399,0.577971166
KKU-213,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,5.652418129,0.211794437,0.161410969,10,-1,0.752317027,0.896340605,0.0000377,NA,8.037301479,0.351405753,0.848088818,8.037301479,0,0.718448095,0.899986828,0.0000319,NA,1,-0.247765719,1,-0.247765719,0.577971166
KKU-214,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,1.53324793,0.391132709,0.278291829,0.302903502,0.436564519,1.281606534,0.987144351,3.10E-09,NA,7.523735992,0.45740767,0.737868838,0.25359791,0.496266742,1.373918495,0.989735933,1.16E-09,NA,1,-0.814387613,1,-0.814387613,0.577971166
KKK-D068,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.79625073,0.053619074,10,-0.999899954,0.579049748,0.967553607,0.000000718,NA,10,0.841193564,0.957554413,10,0,0.583601256,0.965841185,0.000000874,NA,1,0,1,0,0.577971166
KKK-D131,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.909884559,0.033200248,10,0.722179282,0.539958034,0.775379236,0.006722328,NA,10,0.940470897,0.977938372,10,0.817199164,0.536570541,0.775531367,0.006653824,NA,1,0,1,0,0.577971166
KKK-D138,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,7.632713448,0.376643567,0.19489697,10,-1,0.449522368,0.939405293,0.000003875,NA,10,0.524081556,0.84073537,10,0,0.456132241,0.941001969,0.000003335,NA,1,-0.117321042,1,-0.117321042,0.577971166
RBE,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,9.165375998,0.424231093,0.075612893,10,-1,1.687328378,0.95408291,0.00000103,NA,10,0.528452463,0.933420684,10,0,1.705851381,0.94179201,0.00000291,NA,1,-0.037849714,1,-0.037849714,0.577971166
SSP-25,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.671232119,0.152166234,0.509862406,0.651666765,0.843799947,0.992611364,6.36E-10,NA,10,0.665644813,0.839563298,0.410792293,0.653064246,0.865053273,0.992681269,5.03E-10,NA,1,0,1,0,0.577971166
TFK-1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.855692628,0.047151066,10,0.717322082,0.969260111,0.942465289,0.00000281,NA,10,0.900366273,0.967219658,10,0.802952125,0.970176916,0.94146334,0.000003045,NA,1,0,1,0,0.577971166
YSCCC,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.452252024,0.263287942,0.35472266,0.271186108,0.294468984,1.737564811,0.990114344,9.72E-10,NA,10,0.538359893,0.774591143,0.257716018,0.557496059,1.774976139,0.989600095,1.20E-09,NA,1,-1.344619481,1,-1.344619481,0.577971166
HuCCA-1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.697033947,0.1626158,0,0.82878067,0.01,-0.088078136,1,0.82878067,10,0.770349234,0.874659005,0,0.868217433,0.01,-0.13105931,1,0.868217433,1,0,1,0,0.63184267
HuCCT-1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.677604152,0.239596849,10,0.520968091,0.055,0.470159595,0.154002242,NA,10,0.665002113,0.744138081,9.0200612,0.558339729,0.055,0.448318735,0.197395564,NA,1,0,1,0,0.63184267
HuH-28,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,1,-0.155858369,0,1.145642359,0.01,-1.3461295,1,1.145642359,10,1.003197823,1.038639136,0,1.035929853,0.01,-1.385716859,1,1.035929853,1,0,1,0,0.63184267
KKU-055,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.61854489,0.289823673,0.003112243,0.522749537,0.1,0.55302286,0.026695622,NA,10,0.555597305,0.647693672,0.001131386,0.441211131,0.1,0.541383298,0.030021793,NA,1,0,1,0,0.63184267
KKU-100,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.437060462,0.35272729,0,0.637431037,0.01,0.14969131,0.593051414,0.637431037,10,0.67710759,0.795642644,0,0.790077496,0.01,0.082989672,0.609508577,0.790077496,1,0,1,0,0.63184267
KKU-156,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.519481434,0.177142965,10,-0.765520746,0.292688332,0.714901115,0.003541537,NA,10,0.435372328,0.759445167,10,0.025095849,0.273181944,0.683730949,0.005705675,NA,1,0,1,0,0.63184267
KKU-213,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.877149377,0.003913457,10,0.010336827,0.537341463,0.113568081,0.522692899,NA,10,0.855620894,0.995679942,0,0.988955209,0.01,0.072554301,0.535110246,0.988955209,1,0,1,0,0.63184267
KKU-214,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.752833062,0.044835001,3.545661219,0.830555919,2.505,0.704684503,0.03671695,NA,10,0.775483731,0.958102958,3.50191692,0.844581927,2.505,0.67404984,0.05729443,NA,1,0,1,0,0.63184267
KKK-D068,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.780900142,0.094815973,0,0.898412797,0.01,0.01653473,0.750124692,0.898412797,10,0.831428075,0.926035226,0,0.9208591,0.01,0.009124696,0.755605406,0.9208591,1,0,1,0,0.63184267
KKK-D131,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.39363041,0.495108191,0.0000489,0.388129266,0.055,0.376896034,0.222550072,NA,10,0.501285098,0.580708669,0.000425854,0.46178738,0.055,0.180130471,0.516718821,NA,1,0,1,0,0.63184267
KKK-D138,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.601036372,0.190161393,0,0.800585921,0.01,0.396718012,0.105609679,0.800585921,10,0.720912941,0.86397822,0,0.857627829,0.01,0.40753825,0.099126908,0.857627829,1,0,1,0,0.63184267
RBE,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.875037496,0.024588404,0.392165818,0.937987064,2.505,0.552005125,0.032895897,NA,10,0.852508882,0.971088098,0.490923795,0.89942849,5,0.680796558,0.007197014,NA,1,0,1,0,0.63184267
SSP-25,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.63184267,0.247784569,10,0.261829347,0.110485989,0.719993502,0.003295621,NA,10,0.593510946,0.713060398,10,0.141820149,0.1,0.72661119,0.003069004,NA,1,0,1,0,0.63184267
TFK-1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.4760769,0.427234545,0.002955336,0.427774561,0.055,0.502613819,0.114253893,NA,10,0.434372153,0.517509264,0.000508426,0.503639332,0.335496035,0.356106279,0.24867122,NA,1,0,1,0,0.63184267
YSCCC,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.536890864,0.408774619,0.005889132,0.351517394,0.1,0.918182306,0.0000131,NA,10,0.554187706,0.599379131,0.001281563,0.369176349,0.1,0.776765731,0.004873436,NA,1,0,1,0,0.63184267
HuCCA-1,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.684549124,0.139344612,0.382237551,0.703806381,1.428944307,0.967432104,0.000000215,NA,10,0.824493552,0.922230939,0.379633213,0.83513287,1.429208553,0.967633564,0.000000209,NA,1,0,1,0,0.63379141
HuCCT-1,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.784681707,0.062557662,2.17683421,0.741737695,0.968281983,0.988393159,0.000000002,NA,10,0.766849481,0.930446047,1.890640983,0.729020282,0.988558904,0.987708377,2.56E-09,NA,1,0,1,0,0.63379141
HuH-28,MK2206,Targeted drug,PI3K_signaling,PI3K_signaling_AKT,10,0.615166298,0.150170894,0.908510891,0.576558129,0.899076833,0.968417283,0.000000179,NA,10,0.782775295,0.914775755,0.882826143,0.762069257,0.903474598,0.968415487,0.00000018,NA,1,0,1,0,0.63379141
